cell_id,lat,lon,depth_km,Degree,PageRank,Closeness,Betweenness,Eigenvector,Katz,HITS_Hub,HITS_Auth,community
144_88_0,41.4867,20.0308,0.0,0.00012023566189731875,1.2137592903077093e-05,0.2575600390195562,0.0,2.2525417010984748e-06,0.007666439315922549,5.412968048235938e-08,1.185264244737633e-07,6
62_109_1,43.9215,10.282333333333334,10.0,0.00036070698569195625,2.2229161947183125e-05,0.25532241477229123,1.2892652668843656e-07,1.3502812851993378e-06,0.007674181687883982,3.728410960368135e-08,4.0729331138595326e-08,15
67_99_0,42.9970625,10.8952,0.0,0.00096188529517855,5.889247556524741e-05,0.2916966242875932,8.975792409037714e-06,1.206430237533781e-05,0.00769538174661322,1.0356493778958904e-06,1.017001509122353e-06,3
108_56_8,38.9232,15.4527,80.0,0.00012023566189731875,1.1225567907451834e-05,0.2862305124410641,2.0870946046217143e-07,0.00015644880045461728,0.007652616890558535,9.955721608748672e-10,2.6904794340098257e-05,1
108_73_0,40.48699375,15.618703125,0.0,0.003727305518816881,0.00015400263110077795,0.31306933674621695,0.0013379601554035939,7.61266764082862e-05,0.007795504894287143,6.7305119908502354e-06,4.553288060578667e-06,17
123_60_1,39.216249999999995,17.223166666666668,10.0,0.001442827942767825,6.41718793106026e-05,0.2958365198214381,7.184918693895208e-05,0.00026434748649276134,0.007703533285923631,2.6969177653921825e-05,1.6475207138178267e-05,3
72_138_1,46.4618,11.6358,10.0,0.00012023566189731875,1.1153104730022961e-05,0.2925173656906709,0.0,0.0004427061970310955,0.007607929329196754,3.933903758126344e-05,3.6748970309455465e-05,9
61_137_1,46.45016666666667,10.187033333333334,10.0,0.00036070698569195625,2.5651521813781314e-05,0.297009195607535,6.094604930320779e-05,0.0001284712157790239,0.007666211645046299,7.03209658188891e-08,2.1941879958038455e-05,1
87_33_2,36.9838,12.8968,20.0,0.00012023566189731875,1.323905286587226e-05,0.24125777771331602,7.798894878471338e-09,1.0597994324980798e-06,0.007666071108678616,9.055895872863991e-08,3.871080010113773e-08,15
88_106_0,43.55603333333333,13.478066666666667,0.0,0.0010821209570758689,5.566155909913722e-05,0.2943810282275905,0.0011926663993890056,0.00023565246069939276,0.007671666996972378,2.298236955596285e-07,3.8688160303109694e-05,2
106_155_0,47.8193,16.2533,0.0,0.00012023566189731875,1.2753106282292923e-05,0.2465245872484216,0.0,0.00023028260598125257,0.007666180031055551,3.933903758126344e-05,4.012925142292403e-08,15
26_128_1,45.5868,5.7283,10.0,0.00012023566189731875,1.2084295876654936e-05,0.28743735959910144,0.0,2.0708053617361424e-05,0.007666935602513498,8.741702135777117e-08,3.604767370755038e-06,3
122_107_0,43.384,17.613,0.0,0.00012023566189731875,1.5206294548927627e-05,0.2250148801471782,2.7059293792526164e-08,3.981000653182768e-07,0.007666028522632259,2.1010109046357166e-08,5.2392511933358314e-09,14
77_36_0,37.299,11.854,0.0,0.00012023566189731875,1.4287356894518188e-05,0.22633448083490945,0.0,3.524869534373314e-07,0.007666032021011192,2.968262056997279e-08,3.885277720491662e-10,15
93_63_61,39.688,13.85,610.0,0.00012023566189731875,2.0430905245966613e-05,0.1900116515501131,0.0,3.974176230130154e-09,0.007666008118920261,5.890007312033167e-10,-4.230197821964299e-23,4
95_40_4,37.607,13.837,40.0,0.00012023566189731875,1.1441339400936903e-05,0.27216204718740794,1.2552002996566253e-07,1.2289689009435068e-05,0.00766773316076767,5.469067499205086e-08,1.8861462874007598e-06,4
102_77_0,40.88133333333334,14.971666666666666,0.0,0.00036070698569195625,2.0763039405988002e-05,0.26585899915290806,8.48473069344918e-07,7.1144695946893305e-06,0.007674401257842821,8.17997446872222e-07,1.823588932227533e-07,4
122_68_1,39.9375,17.217,10.0,0.0002404713237946375,1.9623288946504786e-05,0.23832994240192568,1.7077619758731113e-08,2.1381490569571417e-06,0.007669929952678267,2.0831213858021298e-07,5.366445317798604e-08,3
111_58_4,39.089600000000004,15.857949999999999,40.0,0.0002404713237946375,1.7016212355681414e-05,0.2428675719083078,4.823273073987197e-07,2.8822318009690974e-06,0.007670052720332233,3.055528495457149e-07,4.499388948842701e-08,6
84_143_1,46.912025,13.225725,10.0,0.00096188529517855,4.765474477023172e-05,0.2825931840576263,1.5824893141057689e-06,1.3148349911347695e-05,0.007694339194633041,1.2714357003305655e-06,6.543798010499591e-07,3
92_36_1,37.245,13.513,10.0,0.00012023566189731875,1.4448981550134636e-05,0.23769988139298934,5.362283208792714e-07,1.5671001771121925e-07,0.007666062684149269,8.628478371889137e-12,1.0830006724751e-08,15
99_59_37,39.325,14.5012,370.0,0.00012023566189731875,1.1289808285701262e-05,0.278439906260462,0.0,0.0002276314983313498,0.007660011823096928,2.6568597959943266e-05,1.2231600158022617e-05,9
96_106_1,43.505,14.473,10.0,0.00012023566189731875,1.2721849620797411e-05,0.23527248553768687,1.4783961963822658e-09,4.458819690978975e-07,0.007665993215226552,2.1885434778272318e-08,4.169194234245458e-08,11
99_131_0,45.779,15.108,0.0,0.00012023566189731875,1.1703969153753116e-05,0.2925894003623507,0.0,6.819523442206228e-05,0.007664427487176676,1.9299594680664e-06,9.710273384940239e-06,11
102_103_1,43.207,15.194916666666666,10.0,0.0013225922808705061,7.126498792122456e-05,0.28072840193745463,1.0180991361894391e-05,0.00012944556750743046,0.007711285542562048,2.1482638670275956e-05,4.026178006964311e-07,16
116_95_1,42.3804,16.772299999999998,10.0,0.0012023566189731875,8.93817569837649e-05,0.2652823628853484,0.0002499419724863728,0.00015932099875010458,0.007701257578927462,2.6640335776867274e-05,2.3389553277265323e-07,14
85_137_0,46.343232,13.278992,0.0,0.003005891547432969,0.0001196810321500711,0.310857783591852,0.0013243619117114364,0.0003132430857588959,0.007737534295301547,1.796499581549906e-05,4.8746822393721675e-05,3
133_99_0,42.632,18.865,0.0,0.00012023566189731875,1.4428499595236442e-05,0.22366846401054202,0.0,2.4151177921760895e-07,0.007666042772848016,2.7550996438145757e-08,8.22679682120343e-10,14
72_97_1,42.794,11.479,10.0,0.00012023566189731875,1.314291424927492e-05,0.2665021789284799,2.304106446660138e-06,1.2131495497192882e-06,0.007666434134934392,3.649231243924007e-11,1.1283614889982985e-07,2
81_50_2,38.5822,12.3402,20.0,0.00012023566189731875,1.5572871315935123e-05,0.20332726228165604,0.0,2.2668824199342586e-07,0.00766602007663988,2.209371617211779e-08,7.978382931295574e-09,8
107_62_25,39.483666666666664,15.414966666666666,250.0,0.00036070698569195625,1.9605872034663175e-05,0.2899374248313608,6.022309041011206e-05,0.00022856253462469144,0.007660683592288031,1.257045280312259e-05,2.7048576260852942e-05,9
104_49_2,38.336,14.993,20.0,0.00012023566189731875,1.3192159210351005e-05,0.23665490553152743,9.329041964966133e-08,2.6461976481843864e-07,0.007666036966953169,5.2015920844023304e-11,1.693222031992884e-08,2
93_101_2,43.080675,14.049975,20.0,0.000480942647589275,3.2270321013817356e-05,0.28698112556502536,2.113270087714556e-06,0.00016138215018857372,0.007664358307906896,6.229875376370099e-07,2.692893502139582e-05,15
80_112_2,44.0925,12.5348,20.0,0.00012023566189731875,1.2866135628400585e-05,0.2590763959193209,0.0,4.020738571215492e-05,0.007666355244644512,6.69886886895603e-06,1.1630879605564958e-07,15
97_89_0,41.965,14.414,0.0,0.00012023566189731875,1.1546131208749658e-05,0.26215504877779705,1.7167379516071942e-07,5.8086523744720305e-06,0.00766577526964567,2.8697405609316313e-08,9.385159314351688e-07,16
113_60_5,39.284975,16.052274999999998,50.0,0.00096188529517855,3.525377019674885e-05,0.3056035274664707,6.192638010638212e-05,0.00033243431090393145,0.0076789773456420515,2.0058721678625795e-05,3.554047650020099e-05,8
108_59_29,39.2388,15.4943,290.0,0.00012023566189731875,1.2408652645151061e-05,0.28757152983074874,0.0,1.2682475239078318e-05,0.007668067125518252,5.620018681431405e-07,1.1821966803885193e-06,4
99_9_1,34.811838461538464,14.165923076923077,10.0,0.0013827101118191656,7.478452947192039e-05,0.28458511548331905,0.0005552680851854991,0.00021213581411143656,0.0077141248529091246,3.525407259615394e-05,7.759485288664732e-07,6
111_82_1,41.298,16.017,10.0,0.00012023566189731875,1.3671403427610291e-05,0.22495706152036027,2.4048578127818194e-09,6.582357246935754e-08,0.007666033357651582,1.4120522142956406e-09,1.11497529752403e-09,3
81_49_0,38.4775,12.378,0.0,0.0002404713237946375,2.5663728761754263e-05,0.21854922415945133,1.8787951662357963e-09,1.7787156570791279e-06,0.007669907387048531,2.1196885838624056e-07,6.352965436476981e-12,3
78_114_1,44.30354,12.2668,10.0,0.0006011783094865938,3.5304755133609505e-05,0.2444882121229937,6.023524392100922e-05,8.035406703716541e-07,0.007681641108110774,2.6285504846895852e-08,3.787211533263901e-08,14
83_103_4,43.2971,12.8561,40.0,0.00036070698569195625,1.8826197022145976e-05,0.29733304733304733,9.023197275699701e-07,0.00015940243404626242,0.007660352012979406,2.724313112682112e-06,2.45051573693733e-05,2
84_78_0,41.0455,12.827,0.0,0.0002404713237946375,1.5992980024451876e-05,0.2625730071033938,6.233659493669695e-07,1.6527074264238433e-06,0.007670311509083613,1.6094172395388568e-08,1.2961765241405845e-07,2
119_58_3,39.0638,16.7642,30.0,0.00012023566189731875,1.2374265784589436e-05,0.2700938524989446,7.373425311538833e-07,1.5520240902699213e-06,0.007667163862494508,1.6606495682117002e-10,1.9459152759535744e-07,8
101_62_1,39.503,14.6805,10.0,0.00012023566189731875,1.3954273591964646e-05,0.2092458645197811,7.586420139777922e-08,7.477759000419574e-09,0.007666018103654883,7.643903835400477e-11,8.735604923643375e-10,2
87_100_0,43.027875510204076,13.314675510204081,0.0,0.0054106047853793434,0.00023687892247415288,0.33232773260344034,0.0019511294389783008,0.0012768777401078793,0.007724175053611918,0.00013131393828692128,0.0001731161128062997,3
39_115_0,44.42836842105263,7.37121052631579,0.0,0.002284477576049056,0.00010955233185773707,0.30320263939775066,0.0002801033637272596,0.0003754114635278727,0.007732761619600535,4.947140190279495e-05,1.3432043134637424e-05,16
108_76_2,40.731,15.685,20.0,0.00012023566189731875,1.2090101606736147e-05,0.2720329697286866,2.898145091954617e-07,1.6904814902603018e-06,0.0076679221800823915,1.3301794165944934e-08,2.2865356374682536e-07,16
114_47_0,38.08625,16.06785,0.0,0.0002404713237946375,1.6734204495317272e-05,0.26206831358709354,2.652893688318784e-07,1.3122939023005178e-06,0.0076703729610449346,4.4224805041341476e-08,1.0919731917158954e-07,15
93_85_3,41.655,13.959,30.0,0.00012023566189731875,1.317814090691108e-05,0.22417185520605915,0.0,9.02230130009139e-07,0.007666010389410335,5.993583357432433e-08,2.5167561303826804e-08,3
71_109_0,43.89828571428571,11.374714285714287,0.0,0.0006011783094865938,4.644254908870326e-05,0.26081093794098276,9.161572344829627e-07,2.818403453309295e-06,0.007689901777401891,3.638090714138665e-07,1.485933683112058e-07,13
90_83_1,41.479725,13.567375,10.0,0.000480942647589275,3.15849417554742e-05,0.2813028478657918,5.036733796209039e-06,8.799656295460604e-06,0.007681092448587897,1.353539444540488e-07,1.2596327786501233e-06,2
80_102_2,43.27056666666667,12.450266666666666,20.0,0.00036070698569195625,1.771031831854627e-05,0.29264087542442957,7.960680594207345e-07,3.2227634931981315e-05,0.007678412577729195,2.0273193387099615e-06,2.9028765767536555e-06,2
